,Earnings,IMDB rating,MetaCritic Score,Money Missed,Open Seats,Popularity,Rating Runtime Genre,Release Date,Star Power,Taken Seats,Time Taken,peopleInolved,percent full,price,time,title
0,"Gross USA: $35,170,193",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,16:05:53," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)1
1,"Gross USA: $35,170,193",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,16:05:53," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)2
2,"Gross USA: $35,170,193",6.7,60,12617.55,495.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,25.0,16:05:53," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.04807692307692308,$25.49,4:00p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)3
3,"Gross USA: $35,170,193",6.7,60,11419.519999999999,448.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,72.0,16:06:00," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.13846153846153847,$25.49,6:45p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)4
4,"Gross USA: $35,170,193",6.7,60,12770.49,501.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,19.0,16:06:06," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.03653846153846154,$25.49,9:45p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)5
5,"Gross USA: $35,170,193",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,16:06:12," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)6
6,"Gross USA: $35,170,193",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,16:06:12," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)7
7,"Gross USA: $35,170,193",6.7,60,7152.299999999999,270.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,27.0,16:06:12," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.09090909090909091,$26.49,5:00p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)8
8,"Gross USA: $35,170,193",6.7,60,6648.99,251.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,46.0,16:06:19," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.15488215488215487,$26.49,7:45p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)9
9,"Gross USA: $35,170,193",6.7,60,7682.099999999999,290.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,7.0,16:06:25," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.02356902356902357,$26.49,10:30p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)10
10,"Gross USA: $35,170,193",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,16:06:33," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)11
