,Money Missed,Open Seats,Rating Runtime Genre,Taken Seats,Time Taken,percent full,price,time,title
0,1307.13,187,"PG, 1 hr 40 min
Action/Adventure, Family",0,11:00:20.596416,0.0,$6.99,11:30a,SONIC THE HEDGEHOG1
1,2616.13,187,"PG, 1 hr 40 min
Action/Adventure, Family",0,11:00:32.760733,0.0,$13.99,2:00p,SONIC THE HEDGEHOG2
2,2616.13,187,"PG, 1 hr 40 min
Action/Adventure, Family",0,11:00:43.522697,0.0,$13.99,4:30p,SONIC THE HEDGEHOG3
3,2518.2,180,"PG, 1 hr 40 min
Action/Adventure, Family",7,11:00:54.060504,0.0374331550802139,$13.99,7:00p,SONIC THE HEDGEHOG4
4,2574.16,184,"PG, 1 hr 40 min
Action/Adventure, Family",3,11:01:05.336393,0.016042780748663103,$13.99,9:30p,SONIC THE HEDGEHOG5
5,692.01,99,"PG-13, 1 hr 46 min
Drama, Romance",1,11:01:15.030553,0.01,$6.99,11:30a,THE PHOTOGRAPH (2020)1
6,1385.01,99,"PG-13, 1 hr 46 min
Drama, Romance",1,11:01:24.366665,0.01,$13.99,2:10p,THE PHOTOGRAPH (2020)2
7,1287.08,92,"PG-13, 1 hr 46 min
Drama, Romance",8,11:01:33.529696,0.08,$13.99,4:45p,THE PHOTOGRAPH (2020)3
8,1189.15,85,"PG-13, 1 hr 46 min
Drama, Romance",15,11:01:42.692171,0.15,$13.99,7:20p,THE PHOTOGRAPH (2020)4
9,1371.02,98,"PG-13, 1 hr 46 min
Drama, Romance",2,11:01:51.994698,0.02,$13.99,10:00p,THE PHOTOGRAPH (2020)5
10,1357.03,97,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",3,11:02:01.354908,0.03,$13.99,12:15p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)1
11,1385.01,99,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",1,11:02:10.457421,0.01,$13.99,3:30p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)2
12,1399.0,100,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",0,11:02:20.246667,0.0,$13.99,6:30p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)3
13,1287.08,92,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",8,11:02:29.182753,0.08,$13.99,9:15p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)4
14,1552.89,111,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",4,11:02:38.396267,0.034782608695652174,$13.99,12:00p,THE GENTLEMEN1
15,1538.9,110,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",5,11:02:47.578683,0.043478260869565216,$13.99,6:00p,THE GENTLEMEN2
16,1566.88,112,"PG-13, 2 hr 11 min
Comedy, Suspense/Thriller",3,11:02:56.815566,0.02608695652173913,$13.99,2:45p,KNIVES OUT1
17,1524.91,109,"PG-13, 2 hr 11 min
Comedy, Suspense/Thriller",6,11:03:06.458650,0.05217391304347826,$13.99,8:45p,KNIVES OUT2
