,Money Missed,Open Seats,Rating Runtime Genre,Taken Seats,Time Taken,percent full,price,time,title
0,1580.8700000000001,113,"R, 2 hr 4 min
Horror, Suspense/Thriller",12,08:04:29.595372,0.096,$13.99,5:15p,THE INVISIBLE MAN (2020)1
1,1063.24,76,"R, 2 hr 4 min
Horror, Suspense/Thriller",49,08:04:39.589936,0.392,$13.99,8:15p,THE INVISIBLE MAN (2020)2
2,1343.04,96,"PG-13, 1 hr 33 min
Comedy",4,08:04:50.212602,0.04,$13.99,5:00p,IMPRACTICAL JOKERS: THE MOVIE1
3,1399.0,100,"PG, 1 hr 40 min
Action/Adventure, Family",0,08:05:00.667269,0.0,$13.99,5:30p,SONIC THE HEDGEHOG1
4,1343.04,96,"PG, 1 hr 40 min
Action/Adventure, Family",4,08:05:11.117678,0.04,$13.99,8:00p,SONIC THE HEDGEHOG2
5,1580.8700000000001,113,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",2,08:05:20.968514,0.017391304347826087,$13.99,5:45p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)1
6,1566.88,112,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",3,08:05:31.066701,0.02608695652173913,$13.99,8:30p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)2
7,1315.06,94,"R, 2 hr 12 min
Comedy, Drama, Suspense/Thriller",6,08:05:41.449090,0.06,$13.99,7:30p,PARASITE (2019)1
